timestamp_sec,timestamp_nanosec,ticks_left,ticks_right
1701438661,724580401,-1,0
1701438663,967362456,-1,0
1701438664,15528382,-1,0
1701438664,64571922,-1,0
1701438664,95770478,-1,0
1701438664,144446463,-1,0
1701438664,207771139,-1,0
1701438664,256980481,-1,0
1701438664,304476594,-1,0
1701438664,352969392,-1,0
1701438664,416334852,-1,0
1701438664,448374806,-1,0
1701438664,576825189,-1,0
1701438664,608612776,-1,0
1701438664,624835285,-1,0
1701438664,658020036,-1,0
1701438664,704832855,-1,0
1701438664,752718061,-1,0
1701438664,833957144,-1,0
1701438664,881971373,-1,0
1701438664,898148611,-1,0
1701438664,945407429,-1,0
1701438664,994513744,-1,0
1701438665,57437336,-1,0
1701438665,105466412,-1,0
1701438665,154690658,-1,0
1701438665,201599660,-1,0
1701438665,249626955,-1,0
1701438665,297878328,-1,0
1701438665,361819407,-1,0
1701438665,411008899,-1,0
1701438665,459049871,-1,0
1701438665,507242604,-1,0
1701438665,556012796,-1,0
1701438665,618544376,-1,0
1701438665,666594763,-1,0
1701438665,716135964,-1,0
1701438665,762629555,-1,0
1701438665,810611813,-1,0
1701438665,858914038,-1,0
1701438665,908039486,-1,0
1701438665,955374276,-1,0
1701438666,4534991,-1,0
1701438666,52111925,-1,0
1701438666,115678591,-1,0
1701438666,147416778,-1,0
1701438666,211437810,-1,0
1701438666,259479851,-1,0
1701438666,307785374,-1,0
1701438666,355602654,-1,0
1701438666,404513150,-1,0
1701438666,469091388,-1,0
1701438666,516899971,-1,0
1701438666,549150377,-1,0
1701438666,613085868,-1,0
1701438666,644620315,-1,0
1701438666,725240882,-1,0
1701438666,756336768,-1,0
1701438666,822047115,-1,0
1701438666,868869562,-1,0
1701438666,916645124,-1,0
1701438666,948896872,-1,0
1701438666,965261409,-1,0
1701438667,12941917,-1,0
1701438667,125427614,-1,0
1701438667,158224769,-1,0
1701438667,254384448,-1,0
1701438667,334481667,-1,0
1701438667,399644583,-1,0
1701438667,414402885,-1,0
1701438667,461698062,-1,0
1701438667,533725707,-1,0
1701438667,558906202,-1,0
1701438667,718387567,-1,0
1701438667,734281124,-1,0
1701438667,767176215,-1,0
1701438667,848757982,-1,0
1701438667,863054024,-1,0
1701438667,894429411,-1,0
1701438667,926484189,-1,0
1701438668,54606700,-1,0
1701438668,110728585,-1,0
1701438668,134892023,-1,0
1701438668,216327766,-1,0
1701438668,265236306,-1,0
1701438668,296043452,-1,0
1701438668,328219143,-1,0
1701438668,425248368,-1,0
1701438668,471620086,-1,0
1701438668,505170137,-1,0
1701438668,615756516,-1,0
1701438668,687797845,-1,0
1701438668,713121939,-1,0
1701438668,746246548,-1,0
1701438668,857010046,-1,0
1701438668,905538956,-1,0
1701438668,921160313,-1,0
1701438669,16317994,-1,0
1701438669,65499283,-1,0
1701438669,80397916,-1,0
1701438669,160659442,-1,0
1701438669,210007561,-1,0
1701438669,283011871,-1,0
1701438669,321326643,-1,0
1701438669,355150687,-1,0
1701438669,449540380,-1,0
1701438669,514372970,-1,0
1701438669,546369099,-1,0
1701438669,577354529,-1,0
1701438669,675075440,-1,0
1701438669,706802087,-1,0
1701438669,817687968,-1,0
1701438669,835227920,-1,0
1701438669,929854274,-1,0
1701438669,978954143,-1,0
1701438669,995095574,-1,0
1701438670,58944785,-1,0
1701438670,108118943,-1,0
1701438670,154348786,-1,0
1701438670,202603489,-1,0
1701438670,218442076,-1,0
1701438670,314794907,-1,0
1701438670,365185821,-1,0
1701438670,436190402,-1,0
1701438670,458563222,-1,0
1701438670,525106792,-1,0
1701438670,620526063,-1,0
1701438670,667806855,-1,0
1701438670,766447936,-1,0
1701438670,811702349,-1,0
1701438670,844851877,-1,0
1701438670,907399277,-1,0
1701438670,956899749,-1,0
1701438671,74541808,-1,0
1701438671,116493944,-1,0
1701438671,148815854,-1,0
1701438671,166210548,-1,0
1701438671,261220911,-1,0
1701438671,292325276,-1,0
1701438671,427418616,-1,0
1701438671,479046962,-1,0
1701438671,518125956,-1,0
1701438671,598038275,-1,0
1701438671,661949883,-1,0
1701438671,676665107,-1,0
1701438671,710147899,-1,0
1701438671,761011979,-1,0
1701438671,822209763,-1,0
1701438671,886132215,-1,0
1701438671,965391710,-1,0
1701438672,13674663,-1,0
1701438672,29712164,-1,0
1701438672,61488612,-1,0
1701438672,127228622,-1,0
1701438672,206988558,-1,0
1701438672,319013572,-1,0
1701438672,351087452,-1,0
1701438672,366294719,-1,0
1701438672,431141334,-1,0
1701438672,558648291,-1,0
1701438672,574461916,-1,0
1701438672,590369214,-1,0
1701438672,721050239,-1,0
1701438672,734613832,-1,0
1701438672,783438431,-1,0
1701438673,215429675,-1,0
1701438673,263418395,-1,0
1701438673,343414013,-1,0
1701438673,359760177,-1,0
1701438673,407629856,-1,0
1701438673,461681071,-1,0
1701438673,537037144,-1,0
1701438673,873650439,-1,0
1701438673,936521169,0,0
1701438674,48780896,21,22
1701438674,81847084,31,32
1701438674,113691374,46,47
1701438674,161666701,68,69
1701438674,322245080,174,175
1701438674,386014825,219,219
1701438674,418150294,239,240
1701438674,481572462,284,284
1701438674,529673308,318,319
1701438674,564079224,338,339
1701438674,625535437,382,382
1701438674,675017690,416,417
1701438674,705783275,436,437
1701438674,769759313,481,481
1701438674,817804431,511,512
1701438674,884019104,556,556
1701438674,931004389,589,590
1701438674,979084472,620,620
1701438675,27132989,654,654
1701438675,74556858,688,689
1701438675,122851259,718,719
1701438675,170400468,752,753
1701438675,218604251,783,783
1701438675,266488382,817,817
1701438675,315935707,851,851
1701438675,362872822,882,882
1701438675,426725411,925,926
1701438675,476281990,960,960
1701438675,523278475,990,991
1701438675,572054462,1024,1025
1701438675,620144045,1055,1055
1701438675,683414990,1099,1099
1701438675,734012733,1133,1134
1701438675,779348646,1163,1164
1701438675,827402578,1197,1198
1701438675,876983880,1231,1232
1701438675,924993957,1263,1264
1701438675,972651214,1297,1297
1701438676,19714400,1327,1327
1701438676,84312145,1372,1372
1701438676,132626052,1405,1406
1701438676,180962249,1435,1436
1701438676,229031464,1469,1470
1701438676,261100509,1489,1490
1701438676,324347526,1535,1536
1701438676,374216369,1569,1570
1701438676,436541203,1612,1613
1701438676,468480367,1632,1633
1701438676,516559855,1666,1667
1701438676,580610081,1707,1708
1701438676,628792122,1741,1742
1701438676,677894151,1775,1776
1701438676,726042395,1807,1808
1701438676,773816889,1841,1842
1701438676,822487488,1870,1871
1701438676,870055005,1904,1905
1701438676,935110404,1950,1951
1701438676,965549486,1970,1971
1701438677,62418844,2033,2034
1701438677,77654154,2047,2048
1701438677,125612634,2078,2080
1701438677,173669184,2112,2113
1701438677,222484546,2142,2143
1701438677,286946891,2187,2188
1701438677,333733382,2221,2222
1701438677,367007341,2241,2242
1701438677,431109579,2285,2286
1701438677,478332701,2319,2320
1701438677,510948263,2339,2340
1701438677,575072003,2384,2385
1701438677,622305032,2414,2415
1701438677,671178691,2448,2449
1701438677,734342292,2493,2494
1701438677,798622697,2536,2537
1701438677,814495477,2547,2548
1701438677,880028510,2591,2592
1701438677,927934377,2622,2623
1701438677,974755259,2656,2657
1701438678,22786153,2686,2687
1701438678,73218816,2720,2721
1701438678,168169212,2785,2786
1701438678,183990614,2795,2795
1701438678,247576113,2839,2840
1701438678,280235546,2863,2864
1701438678,311758482,2883,2884
1701438678,376228813,2928,2929
1701438678,439553643,2972,2972
1701438678,472480164,2992,2993
1701438678,519562378,3026,3026
1701438678,583569618,3067,3067
1701438678,632915471,3101,3101
1701438678,679825105,3135,3136
1701438678,728938040,3166,3167
1701438678,777088672,3200,3201
