timestamp_sec,timestamp_nanosec,current_ma_left,current_ma_right,pwm_left,pwm_right,wheels_enabled
1701438661,227549168,0,0,0,0,True
1701438663,936968965,0,0,0,0,True
1701438664,16794714,0,0,0,0,True
1701438664,65874129,0,0,0,0,True
1701438664,96987252,0,0,0,0,True
1701438664,145715170,0,0,0,0,True
1701438664,192914591,0,0,0,0,True
1701438664,240994921,0,0,0,0,True
1701438664,305695301,0,0,0,0,True
1701438664,337390275,0,0,0,0,True
1701438664,401326823,0,0,0,0,True
1701438664,449703580,0,0,0,0,True
1701438664,513484783,0,0,0,0,True
1701438664,593636140,0,0,0,0,True
1701438664,626200960,0,0,0,0,True
1701438664,641727000,0,0,0,0,True
1701438664,689987610,0,0,0,0,True
1701438664,738323026,0,0,0,0,True
1701438664,834176834,0,0,0,0,True
1701438664,866485997,0,0,0,0,True
1701438664,898370900,0,0,0,0,True
1701438664,946690032,0,0,0,0,True
1701438664,995759219,0,0,0,0,True
1701438665,42472640,0,0,0,0,True
1701438665,90576730,0,0,0,0,True
1701438665,139160452,0,0,0,0,True
1701438665,202823497,0,0,0,0,True
1701438665,250903240,0,0,0,0,True
1701438665,299096806,0,0,0,0,True
1701438665,347209449,0,0,0,0,True
1701438665,411225903,0,0,0,0,True
1701438665,443170189,0,0,0,0,True
1701438665,491344925,0,0,0,0,True
1701438665,539535871,0,0,0,0,True
1701438665,603496145,0,0,0,0,True
1701438665,651686105,0,0,0,0,True
1701438665,699893570,0,0,0,0,True
1701438665,763854507,0,0,0,0,True
1701438665,796722950,0,0,0,0,True
1701438665,844150399,0,0,0,0,True
1701438665,892127967,0,0,0,0,True
1701438665,940278803,0,0,0,0,True
1701438666,5754441,0,0,0,0,True
1701438666,52330979,0,0,0,0,True
1701438666,116903823,0,0,0,0,True
1701438666,148637305,0,0,0,0,True
1701438666,212660749,0,0,0,0,True
1701438666,260697852,0,0,0,0,True
1701438666,292955387,0,0,0,0,True
1701438666,356828408,0,0,0,0,True
1701438666,405731350,0,0,0,0,True
1701438666,453114087,0,0,0,0,True
1701438666,501296905,0,0,0,0,True
1701438666,549497790,0,0,0,0,True
1701438666,597274774,0,0,0,0,True
1701438666,645898602,0,0,0,0,True
1701438666,709916610,0,0,0,0,True
1701438666,742043549,0,0,0,0,True
1701438666,805649714,0,0,0,0,True
1701438666,853803943,0,0,0,0,True
1701438666,902095275,0,0,0,0,True
1701438666,950158093,0,0,0,0,True
1701438666,966521460,0,0,0,0,True
1701438666,998209799,0,0,0,0,True
1701438667,126652470,0,0,0,0,True
1701438667,158491694,0,0,0,0,True
1701438667,255655495,0,0,0,0,True
1701438667,319103345,0,0,0,0,True
1701438667,400855088,0,0,0,0,True
1701438667,415664956,0,0,0,0,True
1701438667,447134867,0,0,0,0,True
1701438667,478875407,0,0,0,0,True
1701438667,559174301,0,0,0,0,True
1701438667,719669759,0,0,0,0,True
1701438667,735561209,0,0,0,0,True
1701438667,751950191,0,0,0,0,True
1701438667,783735197,0,0,0,0,True
1701438667,863273075,0,0,0,0,True
1701438667,895700009,0,0,0,0,True
1701438667,927703495,0,0,0,0,True
1701438668,40669403,0,0,0,0,True
1701438668,111947213,0,0,0,0,True
1701438668,136120323,0,0,0,0,True
1701438668,168460811,0,0,0,0,True
1701438668,248745921,0,0,0,0,True
1701438668,280891750,0,0,0,0,True
1701438668,328489103,0,0,0,0,True
1701438668,408473527,0,0,0,0,True
1701438668,456695191,0,0,0,0,True
1701438668,505439253,0,0,0,0,True
1701438668,601023587,0,0,0,0,True
1701438668,616971527,0,0,0,0,True
1701438668,713336225,0,0,0,0,True
1701438668,746467203,0,0,0,0,True
1701438668,857290207,0,0,0,0,True
1701438668,889940493,0,0,0,0,True
1701438668,921383525,0,0,0,0,True
1701438669,17592926,0,0,0,0,True
1701438669,50127472,0,0,0,0,True
1701438669,81671356,0,0,0,0,True
1701438669,161923112,0,0,0,0,True
1701438669,177845900,0,0,0,0,True
1701438669,210223263,0,0,0,0,True
1701438669,307342438,0,0,0,0,True
1701438669,355369385,0,0,0,0,True
1701438669,435436967,0,0,0,0,True
1701438669,515640894,0,0,0,0,True
1701438669,547684619,0,0,0,0,True
1701438669,562736687,0,0,0,0,True
1701438669,658875865,0,0,0,0,True
1701438669,708084404,0,0,0,0,True
1701438669,818910290,0,0,0,0,True
1701438669,835503210,0,0,0,0,True
1701438669,931076000,0,0,0,0,True
1701438669,963392172,0,0,0,0,True
1701438669,995309704,0,0,0,0,True
1701438670,59206989,0,0,0,0,True
1701438670,91846675,0,0,0,0,True
1701438670,155621017,0,0,0,0,True
1701438670,187965097,0,0,0,0,True
1701438670,219662796,0,0,0,0,True
1701438670,299997682,0,0,0,0,True
1701438670,348150321,0,0,0,0,True
1701438670,379962925,0,0,0,0,True
1701438670,459781203,0,0,0,0,True
1701438670,508427808,0,0,0,0,True
1701438670,556727331,0,0,0,0,True
1701438670,669069272,0,0,0,0,True
1701438670,700574892,0,0,0,0,True
1701438670,812926525,0,0,0,0,True
1701438670,845122449,0,0,0,0,True
1701438670,908667832,0,0,0,0,True
1701438670,957174154,0,0,0,0,True
1701438671,20643752,0,0,0,0,True
1701438671,101155623,0,0,0,0,True
1701438671,133178239,0,0,0,0,True
1701438671,166493028,0,0,0,0,True
1701438671,261477774,0,0,0,0,True
1701438671,277472326,0,0,0,0,True
1701438671,293747547,0,0,0,0,True
1701438671,357763309,0,0,0,0,True
1701438671,502187589,0,0,0,0,True
1701438671,566453852,0,0,0,0,True
1701438671,662220521,0,0,0,0,True
1701438671,677882627,0,0,0,0,True
1701438671,694848960,0,0,0,0,True
1701438671,726760764,0,0,0,0,True
1701438671,790889540,0,0,0,0,True
1701438671,886359337,0,0,0,0,True
1701438671,950881456,0,0,0,0,True
1701438672,3026446,0,0,0,0,True
1701438672,30984815,0,0,0,0,True
1701438672,62705614,0,0,0,0,True
1701438672,111130161,0,0,0,0,True
1701438672,190940919,0,0,0,0,True
1701438672,319490511,0,0,0,0,True
1701438672,335096655,0,0,0,0,True
1701438672,367509032,0,0,0,0,True
1701438672,415804093,0,0,0,0,True
1701438672,544815145,0,0,0,0,True
1701438672,559928102,0,0,0,0,True
1701438672,591581729,0,0,0,0,True
1701438672,721316892,0,0,0,0,True
1701438672,735836151,0,0,0,0,True
1701438672,767825518,0,0,0,0,True
1701438673,216661721,0,0,0,0,True
1701438673,248578916,0,0,0,0,True
1701438673,330313888,0,0,0,0,True
1701438673,344812863,0,0,0,0,True
1701438673,396696445,0,0,0,0,True
1701438673,462897462,0,0,0,0,True
1701438673,537303484,0,0,0,0,True
1701438673,874892745,0,0,0,0,True
1701438673,905691903,0,0,739,739,True
1701438674,49997748,149,222,12256,12184,True
1701438674,82119480,162,157,15162,13473,True
1701438674,114938648,166,236,15746,15067,True
1701438674,163011688,268,190,17643,19839,True
1701438674,322464182,81,100,19428,19728,True
1701438674,370676866,55,75,21143,19938,True
1701438674,418420752,42,115,20384,18566,True
1701438674,466525252,74,48,21457,20629,True
1701438674,514929382,177,43,20449,22186,True
1701438674,564299828,56,41,20983,21229,True
1701438674,610761116,128,44,19093,21889,True
1701438674,658792658,139,43,20750,21547,True
1701438674,707002942,145,74,18758,21505,True
1701438674,770973365,65,132,21222,19571,True
1701438674,819072695,68,124,20682,18533,True
1701438674,884229780,133,30,19085,21822,True
1701438674,915595347,150,43,20144,21345,True
1701438674,979441731,161,49,19021,21904,True
1701438675,27401683,102,136,18968,20489,True
1701438675,75777405,51,112,20841,18972,True
1701438675,107563711,159,74,18526,21704,True
1701438675,155874387,89,158,18804,19351,True
1701438675,219864225,70,162,20553,18879,True
1701438675,267762543,64,108,21422,19021,True
1701438675,316153849,140,44,19967,21224,True
1701438675,364086648,63,82,20776,20271,True
1701438675,412084826,135,34,19100,21897,True
1701438675,460163397,116,37,20509,20415,True
1701438675,508156148,144,49,18490,22244,True
1701438675,572270302,58,129,21032,19193,True
1701438675,620361676,62,158,20522,19484,True
1701438675,668398019,65,107,21460,19608,True
1701438675,717053751,149,35,20295,21589,True
