timestamp_sec,timestamp_nanosec,velocity_left,velocity_right
1701438663.0,262277297.0,0.0,0.0
1701438663.0,967484913.0,0.0,0.0
1701438664.0,15701803.0,0.0,0.0
1701438664.0,64774621.0,0.0,0.0
1701438664.0,111731947.0,0.0,0.0
1701438664.0,144616996.0,0.0,0.0
1701438664.0,207897545.0,0.0,0.0
1701438664.0,257110256.0,0.0,0.0
1701438664.0,321062916.0,0.0,0.0
1701438664.0,353098017.0,0.0,0.0
1701438664.0,416461156.0,0.0,0.0
1701438664.0,464676303.0,0.0,0.0
1701438664.0,576950636.0,0.0,0.0
1701438664.0,608738815.0,0.0,0.0
1701438664.0,624959704.0,0.0,0.0
1701438664.0,658145556.0,0.0,0.0
1701438664.0,704958249.0,0.0,0.0
1701438664.0,752836957.0,0.0,0.0
1701438664.0,850107276.0,0.0,0.0
1701438664.0,882095074.0,0.0,0.0
1701438664.0,914708389.0,0.0,0.0
1701438664.0,945596117.0,0.0,0.0
1701438664.0,994662342.0,0.0,0.0
1701438665.0,57561717.0,0.0,0.0
1701438665.0,105597169.0,0.0,0.0
1701438665.0,154869048.0,0.0,0.0
1701438665.0,201726612.0,0.0,0.0
1701438665.0,265954645.0,0.0,0.0
1701438665.0,314815747.0,0.0,0.0
1701438665.0,361949349.0,0.0,0.0
1701438665.0,411131747.0,0.0,0.0
1701438665.0,459176621.0,0.0,0.0
1701438665.0,506366420.0,0.0,0.0
1701438665.0,556137299.0,0.0,0.0
1701438665.0,618709595.0,0.0,0.0
1701438665.0,666722882.0,0.0,0.0
1701438665.0,715264059.0,0.0,0.0
1701438665.0,762758862.0,0.0,0.0
1701438665.0,810736741.0,0.0,0.0
1701438665.0,859057433.0,0.0,0.0
1701438665.0,908160693.0,0.0,0.0
1701438665.0,955500999.0,0.0,0.0
1701438666.0,19535453.0,0.0,0.0
1701438666.0,52236936.0,0.0,0.0
1701438666.0,115808087.0,0.0,0.0
1701438666.0,164693036.0,0.0,0.0
1701438666.0,211565379.0,0.0,0.0
1701438666.0,259604865.0,0.0,0.0
1701438666.0,307915605.0,0.0,0.0
1701438666.0,355727379.0,0.0,0.0
1701438666.0,404635743.0,0.0,0.0
1701438666.0,469220173.0,0.0,0.0
1701438666.0,517027100.0,0.0,0.0
1701438666.0,564552054.0,0.0,0.0
1701438666.0,613210263.0,0.0,0.0
1701438666.0,644798912.0,0.0,0.0
1701438666.0,724416229.0,0.0,0.0
1701438666.0,756470135.0,0.0,0.0
1701438666.0,822175757.0,0.0,0.0
1701438666.0,868989476.0,0.0,0.0
1701438666.0,916773250.0,0.0,0.0
1701438666.0,949014479.0,0.0,0.0
1701438666.0,981007099.0,0.0,0.0
1701438667.0,13060754.0,0.0,0.0
1701438667.0,142245817.0,0.0,0.0
1701438667.0,157391167.0,0.0,0.0
1701438667.0,254562033.0,0.0,0.0
1701438667.0,334625640.0,0.0,0.0
1701438667.0,399762522.0,0.0,0.0
1701438667.0,414518067.0,0.0,0.0
1701438667.0,446043036.0,0.0,0.0
1701438667.0,477783925.0,0.0,0.0
1701438667.0,559027001.0,0.0,0.0
1701438667.0,718519672.0,0.0,0.0
1701438667.0,750809922.0,0.0,0.0
1701438667.0,766299968.0,0.0,0.0
1701438667.0,848873910.0,0.0,0.0
1701438667.0,863178519.0,0.0,0.0
1701438667.0,910876236.0,0.0,0.0
1701438667.0,926608838.0,0.0,0.0
1701438668.0,54785936.0,0.0,0.0
1701438668.0,110855572.0,0.0,0.0
1701438668.0,151594544.0,0.0,0.0
1701438668.0,216506012.0,0.0,0.0
1701438668.0,264391326.0,0.0,0.0
1701438668.0,296169097.0,0.0,0.0
1701438668.0,391618625.0,0.0,0.0
1701438668.0,424424534.0,0.0,0.0
1701438668.0,471751216.0,0.0,0.0
1701438668.0,568553650.0,0.0,0.0
1701438668.0,615879364.0,0.0,0.0
1701438668.0,687914401.0,0.0,0.0
1701438668.0,727959828.0,0.0,0.0
1701438668.0,745370789.0,0.0,0.0
1701438668.0,872500336.0,0.0,0.0
1701438668.0,905660964.0,0.0,0.0
1701438668.0,920287903.0,0.0,0.0
1701438669.0,16496014.0,0.0,0.0
1701438669.0,65619351.0,0.0,0.0
1701438669.0,80575461.0,0.0,0.0
1701438669.0,160778102.0,0.0,0.0
1701438669.0,194501132.0,0.0,0.0
1701438669.0,210129566.0,0.0,0.0
1701438669.0,321496331.0,0.0,0.0
1701438669.0,354274162.0,0.0,0.0
1701438669.0,449660221.0,0.0,0.0
1701438669.0,514492592.0,0.0,0.0
1701438669.0,546585093.0,0.0,0.0
1701438669.0,577473516.0,0.0,0.0
1701438669.0,675248051.0,0.0,0.0
1701438669.0,769917246.0,0.0,0.0
1701438669.0,817815677.0,0.0,0.0
1701438669.0,834403740.0,0.0,0.0
1701438669.0,929978778.0,0.0,0.0
1701438669.0,979079232.0,0.0,0.0
1701438669.0,995216439.0,0.0,0.0
1701438670.0,59060356.0,0.0,0.0
1701438670.0,108247645.0,0.0,0.0
1701438670.0,170512930.0,0.0,0.0
1701438670.0,202769998.0,0.0,0.0
1701438670.0,218570617.0,0.0,0.0
1701438670.0,314916519.0,0.0,0.0
1701438670.0,347008687.0,0.0,0.0
1701438670.0,378867823.0,0.0,0.0
1701438670.0,476113407.0,0.0,0.0
1701438670.0,524285523.0,0.0,0.0
1701438670.0,620652427.0,0.0,0.0
1701438670.0,667921617.0,0.0,0.0
1701438670.0,779691319.0,0.0,0.0
1701438670.0,827702533.0,0.0,0.0
1701438670.0,898431723.0,0.0,0.0
1701438670.0,907519540.0,0.0,0.0
1701438670.0,957077811.0,0.0,0.0
1701438671.0,74658696.0,0.0,0.0
1701438671.0,116614957.0,0.0,0.0
1701438671.0,148940141.0,0.0,0.0
1701438671.0,181081951.0,0.0,0.0
1701438671.0,260337680.0,0.0,0.0
1701438671.0,276379568.0,0.0,0.0
1701438671.0,356611631.0,0.0,0.0
1701438671.0,479160547.0,0.0,0.0
1701438671.0,518244527.0,0.0,0.0
1701438671.0,654100433.0,0.0,0.0
1701438671.0,662067906.0,0.0,0.0
1701438671.0,676790935.0,0.0,0.0
1701438671.0,709333204.0,0.0,0.0
1701438671.0,761133382.0,0.0,0.0
1701438671.0,821330789.0,0.0,0.0
1701438671.0,885262272.0,0.0,0.0
1701438671.0,965515650.0,0.0,0.0
1701438672.0,13799814.0,0.0,0.0
1701438672.0,29887679.0,0.0,0.0
1701438672.0,77687468.0,0.0,0.0
1701438672.0,126344653.0,0.0,0.0
1701438672.0,302648639.0,0.0,0.0
1701438672.0,333945176.0,0.0,0.0
1701438672.0,351212594.0,0.0,0.0
1701438672.0,366416683.0,0.0,0.0
1701438672.0,528636989.0,0.0,0.0
1701438672.0,558831566.0,0.0,0.0
1701438672.0,574629386.0,0.0,0.0
1701438672.0,590489579.0,0.0,0.0
1701438672.0,721168245.0,0.0,0.0
1701438672.0,734739559.0,0.0,0.0
1701438672.0,783621961.0,0.0,0.0
1701438673.0,215559948.0,0.0,0.0
1701438673.0,263538904.0,0.0,0.0
1701438673.0,343589021.0,0.0,0.0
1701438673.0,359886667.0,0.0,0.0
1701438673.0,407749430.0,0.0,0.0
1701438673.0,461804642.0,0.0,0.0
1701438673.0,537155608.0,0.0,0.0
1701438673.0,873798225.0,0.0,0.0
1701438673.0,936641758.0,0.0,0.0
1701438674.0,64854577.0,3.9154930114746094,3.7746479511260986
1701438674.0,82019594.0,4.422535419464111,4.929577350616455
1701438674.0,113843664.0,5.7183098793029785,5.915493011474609
1701438674.0,177380995.0,7.464788913726807,6.704225540161133
1701438674.0,321368874.0,8.873239517211914,8.873239517211914
1701438674.0,386148129.0,8.478873252868652,8.28169059753418
1701438674.0,417326736.0,8.338027954101562,8.957746505737305
1701438674.0,481695929.0,8.647887229919434,7.830986022949219
1701438674.0,529848918.0,8.760563850402832,8.507041931152344
1701438674.0,577595336.0,8.845070838928223,7.915493011474609
1701438674.0,625710468.0,8.760563850402832,8.36619758605957
1701438674.0,675146215.0,8.22535228729248,8.957746505737305
1701438674.0,705911159.0,8.845070838928223,8.169013977050781
1701438674.0,786975717.0,8.450704574584961,8.169013977050781
1701438674.0,817977930.0,8.22535228729248,8.957746505737305
1701438674.0,899204442.0,8.957746505737305,8.394366264343262
1701438674.0,931129803.0,8.647887229919434,8.338027954101562
1701438674.0,979210572.0,8.732394218444824,8.0563383102417
1701438675.0,26307320.0,8.732394218444824,8.478873252868652
1701438675.0,74681287.0,8.197182655334473,8.873239517211914
1701438675.0,122971500.0,8.535211563110352,8.591548919677734
1701438675.0,170523102.0,8.112675666809082,8.760563850402832
1701438675.0,218717630.0,8.28169059753418,8.929577827453613
1701438675.0,266666732.0,8.028168678283691,8.873239517211914
1701438675.0,330755572.0,8.760563850402832,8.338027954101562
1701438675.0,362991987.0,8.169013977050781,8.535211563110352
1701438675.0,426896752.0,8.873239517211914,8.394366264343262
1701438675.0,475404255.0,8.36619758605957,8.901408195495605
1701438675.0,523404311.0,8.647887229919434,8.647887229919434
1701438675.0,572177800.0,8.112675666809082,8.845070838928223
1701438675.0,619267289.0,8.28169059753418,8.760563850402832
1701438675.0,683592476.0,8.478873252868652,8.14084529876709
1701438675.0,734189004.0,8.788732528686523,8.338027954101562
1701438675.0,779476516.0,8.535211563110352,7.97183084487915
1701438675.0,827526480.0,8.873239517211914,8.450704574584961
1701438675.0,877104100.0,8.422534942626953,8.929577827453613
1701438675.0,925113467.0,8.478873252868652,8.816901206970215
1701438675.0,972775012.0,8.0563383102417,8.873239517211914
1701438676.0,19835702.0,8.28169059753418,8.901408195495605
1701438676.0,84436595.0,8.591548919677734,7.97183084487915
1701438676.0,132752216.0,8.845070838928223,8.422534942626953
1701438676.0,181089814.0,8.563380241394043,8.0
1701438676.0,229154967.0,8.816901206970215,8.591548919677734
1701438676.0,276286466.0,8.338027954101562,8.985915184020996
