timestamp_sec,timestamp_nanosec,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1701438660.0,872574508.0,-0.0012594712898135185,7.73947685956955e-05,-0.0001486707478761673,0.9999992251396179,-0.00027025802110726914,4.978665126878038e-05,4.0451416606984925e-08,-0.03806507587432861,0.021015703678131104,-0.0027217864990234375
1701438663.0,972662066.0,-0.0012348005548119545,0.0001435438171029091,-0.00014857668429613113,0.9999992251396179,2.945742921658339e-05,2.6483628159071878e-05,3.7879462557531776e-08,0.011563301086425781,-0.0411381721496582,0.004057884216308594
1701438664.0,34698611.0,-0.0012344876304268837,0.00014349352568387985,-0.00014857668429613113,0.9999992251396179,4.5024464650802895e-05,-2.3529956013358627e-05,-2.2220539119126356e-08,0.003988027572631836,-0.012214362621307373,0.00028896331787109375
1701438664.0,82910864.0,-0.0012348862364888191,0.00014229025691747665,-0.00014857761561870575,0.9999992251396179,-1.1319310891185166e-05,-6.633096288317976e-05,-8.565014724194648e-08,0.0036811232566833496,-0.006604552268981934,0.020025253295898438
1701438664.0,132663916.0,-0.0012358231469988823,0.00013993307948112488,-0.0001485813409090042,0.9999992251396179,-7.35199076726281e-05,-0.0001083593819556068,-3.3157040982842046e-07,-0.007505834102630615,0.020584285259246826,0.010943412780761719
1701438664.0,172702475.0,-0.0012369891628623009,0.0001373831182718277,-0.00014858413487672806,0.9999992251396179,-4.4382270922514006e-05,-0.00014217248912758024,-3.7218131733406863e-07,0.013762593269348145,-0.013327062129974365,0.0017786026000976562
1701438664.0,222729377.0,-0.0012396462261676788,0.00013347435742616653,-0.00014858972281217575,0.9999992251396179,-0.00012709157609676602,-0.0001648057933573096,-5.914023186952156e-07,-0.008131325244903564,-0.0021730661392211914,-0.010811805725097656
1701438664.0,275027081.0,-0.0012427447363734245,0.00012916326522827148,-0.00014859531074762344,0.9999992251396179,-0.00012178217785531795,-0.00014702783479409424,-4.998597090416883e-07,-0.00468212366104126,-0.0019704699516296387,0.01052093505859375
1701438664.0,332697750.0,-0.0012466926127672195,0.00012274179607629776,-0.00014860276132822037,0.9999992251396179,-0.00017143692246154591,-0.00028932765340560385,-6.041372449539078e-07,0.012596547603607178,0.01442044973373413,-0.022202491760253906
1701438664.0,372706077.0,-0.001249321736395359,0.0001177024096250534,-0.00014860928058624268,0.9999992251396179,-0.00010748950815718696,-0.0002551374343596109,-7.045218975921937e-07,0.005262613296508789,0.009125828742980957,-0.004433631896972656
1701438664.0,435867684.0,-0.0012529613450169563,0.00011049304157495499,-0.00014861859381198883,0.9999992251396179,-7.503334280055042e-05,-0.00017562472951513887,-5.139893187892295e-07,-0.0018545985221862793,-0.0034952163696289062,-0.001007080078125
1701438664.0,472666565.0,-0.0012555671855807304,0.00010615494102239609,-0.00014862418174743652,0.9999992251396179,-0.00015049053365831226,-0.00021255716461627907,-6.575537758327893e-07,-2.0205974578857422e-05,0.00732266902923584,-0.006291389465332031
1701438664.0,542741622.0,-0.0012609446421265602,9.939074516296387e-05,-0.00014863256365060806,0.9999992251396179,-0.00016389904764221869,-0.00018218453652207335,-4.3013341539164675e-07,0.0018605589866638184,0.002003610134124756,-0.00598907470703125
1701438664.0,622638300.0,-0.0012650927528738976,9.28705558180809e-05,-0.0001486409455537796,0.9999992251396179,-9.62725713342045e-05,-0.00015120035171306928,-3.863256323169434e-07,0.0001831650733947754,-0.0018884539604187012,-0.007961273193359375
1701438664.0,643760539.0,-0.0012658899649977684,9.13599506020546e-05,-0.00014864280819892883,0.9999992251396179,-5.8481833468358015e-05,-0.00013718601059901987,-3.4930888586286344e-07,0.00733792781829834,0.012392938137054443,-0.0045032501220703125
1701438664.0,675434248.0,-0.001266411505639553,8.899811655282974e-05,-0.00014864560216665268,0.9999992251396179,-2.7513647106632926e-05,-0.0001288858155237023,-3.1390775916548325e-07,0.007162809371948242,-0.007572948932647705,-0.022466659545898438
1701438664.0,723867760.0,-0.0012670895084738731,8.476711809635162e-05,-0.00014865119010210037,0.9999992251396179,-3.1401711800383122e-06,-0.0001514769882635371,-3.589224877207947e-07,-0.005552232265472412,-0.006050169467926025,-0.020544052124023438
1701438664.0,772693761.0,-0.0012667365372180939,8.034985512495041e-05,-0.00014865677803754807,0.9999992251396179,5.549723641308656e-05,-0.00018445677846211334,-4.1595837121332376e-07,0.0032367706298828125,-0.017153799533843994,-0.01671600341796875
1701438664.0,842747429.0,-0.001264302060008049,7.361359894275665e-05,-0.0001486651599407196,0.9999992251396179,0.00010862811380792164,-0.0002714538125121978,-5.868118544620834e-07,0.015588700771331787,-0.010417044162750244,-0.007542610168457031
1701438664.0,902652204.0,-0.0012611187994480133,6.733927875757217e-05,-0.00014867354184389114,0.9999992251396179,0.00013403742071625455,-0.00020602930611084312,-4.375728499308273e-07,-0.015084922313690186,0.01799488067626953,0.003265380859375
